Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,8,Nou Barris,45,Porta,Female,85-89,364
2016,10,Sant Martí,65,el Clot,Male,10-14,577
2016,9,Sant Andreu,58,Baró de Viver,Male,90-94,3
2015,7,Horta-Guinardó,38,la Teixonera,Female,50-54,388
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,50-54,1534
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Female,50-54,355
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,70-74,336
2015,2,Eixample,6,la Sagrada Família,Male,35-39,2238
2016,9,Sant Andreu,61,la Sagrera,Male,50-54,701
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Male,45-49,692
2013,7,Horta-Guinardó,42,la Clota,Male,30-34,13
2015,8,Nou Barris,48,la Guineueta,Male,65-69,487
2017,9,Sant Andreu,59,el Bon Pastor,Male,50-54,480
2013,2,Eixample,7,la Dreta de l'Eixample,Male,10-14,820
2013,10,Sant Martí,71,Provençals del Poblenou,Male,75-79,256
2017,1,Ciutat Vella,1,el Raval,Male,75-79,424
2016,7,Horta-Guinardó,42,la Clota,Female,80-84,6
2015,10,Sant Martí,68,el Poblenou,Female,75-79,424
2016,10,Sant Martí,65,el Clot,Female,35-39,1024
2017,6,Gràcia,28,Vallcarca i els Penitents,Male,15-19,284
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,60-64,395
2013,8,Nou Barris,52,la Prosperitat,Male,35-39,944
2017,10,Sant Martí,68,el Poblenou,Female,20-24,506
2015,3,Sants-Montjuïc,13,la Marina de Port,Male,15-19,570
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Male,70-74,677
2013,8,Nou Barris,56,Vallbona,Male,35-39,72
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,50-54,551
2016,2,Eixample,5,el Fort Pienc,Female,35-39,1074
2016,8,Nou Barris,49,Canyelles,Female,15-19,106
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,50-54,154
2017,7,Horta-Guinardó,38,la Teixonera,Male,25-29,327
2014,8,Nou Barris,52,la Prosperitat,Male,0-4,563
2013,3,Sants-Montjuïc,11,el Poble Sec,Female,85-89,452
2017,9,Sant Andreu,62,el Congrés i els Indians,Male,65-69,301
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,20-24,790
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,55-59,486
2016,8,Nou Barris,55,Ciutat Meridiana,Male,5-9,284
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,40-44,346
2017,10,Sant Martí,68,el Poblenou,Male,70-74,520
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,>=95,15
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,70-74,240
2013,8,Nou Barris,48,la Guineueta,Male,15-19,306
2013,7,Horta-Guinardó,35,el Guinardó,Female,50-54,1254
2014,7,Horta-Guinardó,42,la Clota,Female,75-79,10
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Male,10-14,481
2015,8,Nou Barris,45,Porta,Male,90-94,70
2017,9,Sant Andreu,61,la Sagrera,Male,40-44,1119
2014,6,Gràcia,31,la Vila de Gràcia,Male,65-69,987
2017,8,Nou Barris,51,Verdun,Female,85-89,207
2013,4,Les Corts,21,Pedralbes,Female,25-29,308
2014,10,Sant Martí,71,Provençals del Poblenou,Female,5-9,484
2014,8,Nou Barris,51,Verdun,Male,40-44,460
2014,9,Sant Andreu,61,la Sagrera,Female,50-54,1112
2013,8,Nou Barris,46,el Turó de la Peira,Female,65-69,310
