Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,10,Sant Martí,72,Sant Martí de Provençals,Female,20-24,544
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,75-79,337
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,85-89,137
2014,3,Sants-Montjuïc,18,Sants,Male,45-49,1433
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,20-24,746
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,45-49,540
2013,2,Eixample,5,el Fort Pienc,Male,55-59,738
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,85-89,181
2014,9,Sant Andreu,57,la Trinitat Vella,Male,90-94,6
2015,7,Horta-Guinardó,34,Can Baró,Male,35-39,364
2017,4,Les Corts,21,Pedralbes,Female,20-24,302
2017,8,Nou Barris,49,Canyelles,Female,90-94,25
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,55-59,531
2013,3,Sants-Montjuïc,18,Sants,Female,>=95,70
2015,8,Nou Barris,51,Verdun,Male,10-14,242
2015,9,Sant Andreu,62,el Congrés i els Indians,Female,5-9,232
2014,4,Les Corts,19,les Corts,Male,60-64,1433
2017,1,Ciutat Vella,1,el Raval,Male,70-74,442
2017,10,Sant Martí,73,la Verneda i la Pau,Male,50-54,960
2013,10,Sant Martí,73,la Verneda i la Pau,Male,85-89,220
2015,8,Nou Barris,56,Vallbona,Male,20-24,34
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,5-9,167
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,>=95,146
2013,3,Sants-Montjuïc,16,la Bordeta,Male,20-24,473
2017,9,Sant Andreu,58,Baró de Viver,Female,0-4,80
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Female,10-14,648
2014,9,Sant Andreu,57,la Trinitat Vella,Female,40-44,398
2016,8,Nou Barris,50,les Roquetes,Male,0-4,352
2016,2,Eixample,5,el Fort Pienc,Male,55-59,932
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,70-74,308
2015,7,Horta-Guinardó,43,Horta,Female,90-94,236
2014,9,Sant Andreu,58,Baró de Viver,Male,10-14,60
2015,10,Sant Martí,72,Sant Martí de Provençals,Male,40-44,1030
2015,10,Sant Martí,70,el Besòs i el Maresme,Female,0-4,537
2014,8,Nou Barris,46,el Turó de la Peira,Female,60-64,243
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,40-44,1148
2014,8,Nou Barris,55,Ciutat Meridiana,Male,70-74,230
2014,7,Horta-Guinardó,35,el Guinardó,Female,90-94,288
2015,8,Nou Barris,53,la Trinitat Nova,Female,15-19,160
2015,10,Sant Martí,71,Provençals del Poblenou,Male,80-84,271
2014,9,Sant Andreu,57,la Trinitat Vella,Female,85-89,64
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,50-54,1768
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,75-79,379
2017,9,Sant Andreu,58,Baró de Viver,Female,50-54,78
2014,7,Horta-Guinardó,34,Can Baró,Female,80-84,212
2016,10,Sant Martí,68,el Poblenou,Male,0-4,918
2015,1,Ciutat Vella,2,el Barri Gòtic,Female,45-49,471
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Male,10-14,118
2017,2,Eixample,6,la Sagrada Família,Female,25-29,2010
2014,7,Horta-Guinardó,34,Can Baró,Male,70-74,191
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Male,85-89,54
2014,7,Horta-Guinardó,38,la Teixonera,Female,5-9,198
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,5-9,1056
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,5-9,467
2016,9,Sant Andreu,58,Baró de Viver,Female,35-39,88
2016,8,Nou Barris,48,la Guineueta,Male,60-64,337
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,70-74,469
2013,8,Nou Barris,54,Torre Baró,Female,10-14,52
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,60-64,622
2017,2,Eixample,5,el Fort Pienc,Male,45-49,1053
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,>=95,29
2014,7,Horta-Guinardó,38,la Teixonera,Female,35-39,517
2017,3,Sants-Montjuïc,16,la Bordeta,Male,20-24,410
2016,10,Sant Martí,70,el Besòs i el Maresme,Female,35-39,849
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,>=95,90
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Female,85-89,375
2016,7,Horta-Guinardó,43,Horta,Female,45-49,812
2017,9,Sant Andreu,60,Sant Andreu,Female,85-89,710
2015,6,Gràcia,29,el Coll,Male,85-89,56
2017,9,Sant Andreu,59,el Bon Pastor,Male,15-19,238
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,40-44,38
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,40-44,943
2014,3,Sants-Montjuïc,17,Sants - Badal,Male,90-94,53
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,85-89,48
2015,8,Nou Barris,45,Porta,Male,0-4,398
2013,2,Eixample,10,Sant Antoni,Female,45-49,1403
2014,8,Nou Barris,54,Torre Baró,Female,85-89,19
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,70-74,303
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,50-54,655
2017,6,Gràcia,30,la Salut,Male,35-39,516
2015,3,Sants-Montjuïc,13,la Marina de Port,Female,85-89,369
