Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,1,Ciutat Vella,3,la Barceloneta,Female,85-89,307
2016,4,Les Corts,21,Pedralbes,Male,60-64,295
2014,7,Horta-Guinardó,43,Horta,Female,80-84,746
2013,7,Horta-Guinardó,43,Horta,Male,70-74,583
2015,10,Sant Martí,72,Sant Martí de Provençals,Male,10-14,424
2014,8,Nou Barris,55,Ciutat Meridiana,Male,90-94,8
2013,2,Eixample,10,Sant Antoni,Male,65-69,851
2013,10,Sant Martí,73,la Verneda i la Pau,Female,55-59,914
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,25-29,708
2016,6,Gràcia,30,la Salut,Female,25-29,430
2016,1,Ciutat Vella,1,el Raval,Female,45-49,1520
2015,2,Eixample,6,la Sagrada Família,Male,80-84,762
2014,7,Horta-Guinardó,35,el Guinardó,Male,55-59,981
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,80-84,459
2016,7,Horta-Guinardó,37,el Carmel,Male,30-34,1062
2014,10,Sant Martí,71,Provençals del Poblenou,Female,25-29,602
2015,7,Horta-Guinardó,43,Horta,Male,20-24,618
2015,9,Sant Andreu,58,Baró de Viver,Male,45-49,78
2014,7,Horta-Guinardó,37,el Carmel,Male,5-9,705
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Male,30-34,299
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,35-39,831
2013,6,Gràcia,28,Vallcarca i els Penitents,Female,10-14,312
2017,8,Nou Barris,47,Can Peguera,Male,20-24,47
2013,1,Ciutat Vella,3,la Barceloneta,Female,80-84,381
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,50-54,1339
2015,10,Sant Martí,68,el Poblenou,Female,20-24,489
2013,2,Eixample,7,la Dreta de l'Eixample,Female,75-79,1028
2013,8,Nou Barris,51,Verdun,Male,10-14,238
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,65-69,1525
2017,7,Horta-Guinardó,34,Can Baró,Male,35-39,370
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,15-19,713
2016,2,Eixample,7,la Dreta de l'Eixample,Female,20-24,1100
2017,6,Gràcia,29,el Coll,Male,60-64,173
2013,6,Gràcia,28,Vallcarca i els Penitents,Male,75-79,239
2014,7,Horta-Guinardó,43,Horta,Female,20-24,637
2013,7,Horta-Guinardó,42,la Clota,Female,40-44,14
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,45-49,421
2017,6,Gràcia,30,la Salut,Male,0-4,283
2013,10,Sant Martí,72,Sant Martí de Provençals,Female,75-79,806
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,75-79,62
2015,7,Horta-Guinardó,42,la Clota,Female,5-9,11
2016,10,Sant Martí,72,Sant Martí de Provençals,Female,35-39,1043
2015,7,Horta-Guinardó,43,Horta,Female,80-84,599
2015,3,Sants-Montjuïc,13,la Marina de Port,Female,40-44,1267
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,15-19,1346
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,85-89,313
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,25-29,961
2013,6,Gràcia,29,el Coll,Female,50-54,266
2014,10,Sant Martí,68,el Poblenou,Male,5-9,800
2013,9,Sant Andreu,60,Sant Andreu,Male,60-64,1783
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,0-4,1022
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,80-84,40
2014,7,Horta-Guinardó,40,Montbau,Female,80-84,243
2016,3,Sants-Montjuïc,13,la Marina de Port,Female,80-84,569
2013,9,Sant Andreu,59,el Bon Pastor,Female,25-29,343
2016,8,Nou Barris,47,Can Peguera,Female,>=95,2
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,>=95,3
2016,7,Horta-Guinardó,43,Horta,Male,>=95,16
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,65-69,179
2014,6,Gràcia,30,la Salut,Female,75-79,263
2017,8,Nou Barris,49,Canyelles,Male,>=95,1
2015,6,Gràcia,28,Vallcarca i els Penitents,Female,>=95,57
2013,9,Sant Andreu,57,la Trinitat Vella,Male,>=95,1
