Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,80-84,56
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,85-89,219
2016,1,Ciutat Vella,1,el Raval,Male,>=95,10
2016,8,Nou Barris,54,Torre Baró,Female,40-44,66
2015,4,Les Corts,21,Pedralbes,Female,10-14,356
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Female,65-69,939
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,0-4,322
2013,10,Sant Martí,73,la Verneda i la Pau,Male,>=95,14
2016,3,Sants-Montjuïc,11,el Poble Sec,Female,85-89,568
2013,8,Nou Barris,47,Can Peguera,Male,65-69,40
2015,7,Horta-Guinardó,33,el Baix Guinardó,Male,10-14,479
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,>=95,32
2014,1,Ciutat Vella,3,la Barceloneta,Male,70-74,241
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,5-9,22
2013,6,Gràcia,30,la Salut,Female,15-19,231
2015,6,Gràcia,31,la Vila de Gràcia,Female,45-49,1819
2017,3,Sants-Montjuïc,18,Sants,Male,75-79,617
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,45-49,1337
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,80-84,42
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,85-89,443
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,35-39,2479
2016,7,Horta-Guinardó,38,la Teixonera,Male,70-74,253
2016,4,Les Corts,21,Pedralbes,Female,25-29,274
2013,7,Horta-Guinardó,40,Montbau,Male,5-9,80
2016,9,Sant Andreu,63,Navas,Female,0-4,411
2015,8,Nou Barris,51,Verdun,Male,85-89,75
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,70-74,753
2014,1,Ciutat Vella,3,la Barceloneta,Male,25-29,692
2016,3,Sants-Montjuïc,11,el Poble Sec,Female,70-74,791
2015,8,Nou Barris,53,la Trinitat Nova,Male,55-59,187
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Male,45-49,268
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,0-4,193
2017,3,Sants-Montjuïc,17,Sants - Badal,Male,90-94,82
2017,1,Ciutat Vella,3,la Barceloneta,Female,45-49,382
2014,8,Nou Barris,53,la Trinitat Nova,Male,40-44,250
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,15-19,432
2017,2,Eixample,6,la Sagrada Família,Male,0-4,957
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,90-94,337
2015,8,Nou Barris,53,la Trinitat Nova,Female,25-29,238
2013,8,Nou Barris,53,la Trinitat Nova,Female,10-14,131
2017,9,Sant Andreu,59,el Bon Pastor,Male,20-24,289
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,85-89,346
2014,2,Eixample,7,la Dreta de l'Eixample,Male,60-64,1113
2016,9,Sant Andreu,61,la Sagrera,Female,85-89,437
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,65-69,288
2017,3,Sants-Montjuïc,18,Sants,Female,65-69,1162
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,25-29,664
2017,9,Sant Andreu,62,el Congrés i els Indians,Female,65-69,357
2013,7,Horta-Guinardó,38,la Teixonera,Male,65-69,169
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,70-74,784
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,20-24,21
2017,9,Sant Andreu,59,el Bon Pastor,Male,0-4,330
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,60-64,480
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,90-94,467
2014,2,Eixample,6,la Sagrada Família,Female,70-74,1216
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,75-79,402
2017,8,Nou Barris,53,la Trinitat Nova,Female,15-19,156
2013,9,Sant Andreu,62,el Congrés i els Indians,Male,0-4,302
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,75-79,18
2016,9,Sant Andreu,57,la Trinitat Vella,Male,25-29,350
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,15-19,123
2013,4,Les Corts,21,Pedralbes,Male,>=95,8
2013,1,Ciutat Vella,1,el Raval,Male,20-24,1898
2015,9,Sant Andreu,60,Sant Andreu,Male,60-64,1309
2014,6,Gràcia,28,Vallcarca i els Penitents,Male,5-9,312
2016,7,Horta-Guinardó,40,Montbau,Male,25-29,119
2016,2,Eixample,6,la Sagrada Família,Female,25-29,1949
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,90-94,6
2017,3,Sants-Montjuïc,11,el Poble Sec,Female,45-49,1476
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,35-39,188
2016,8,Nou Barris,50,les Roquetes,Male,>=95,4
2014,2,Eixample,6,la Sagrada Família,Female,>=95,134
