Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,6,Gràcia,29,el Coll,Female,15-19,143
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,60-64,205
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,85-89,815
2016,1,Ciutat Vella,1,el Raval,Male,30-34,3040
2016,8,Nou Barris,47,Can Peguera,Male,45-49,74
2016,9,Sant Andreu,57,la Trinitat Vella,Female,40-44,235
2013,10,Sant Martí,73,la Verneda i la Pau,Female,50-54,1035
2015,2,Eixample,6,la Sagrada Família,Male,75-79,731
2014,2,Eixample,5,el Fort Pienc,Male,65-69,756
2014,10,Sant Martí,68,el Poblenou,Male,65-69,623
2014,3,Sants-Montjuïc,16,la Bordeta,Male,80-84,274
2014,3,Sants-Montjuïc,18,Sants,Female,90-94,250
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,60-64,195
2015,8,Nou Barris,47,Can Peguera,Female,10-14,21
2015,8,Nou Barris,50,les Roquetes,Female,80-84,303
2013,2,Eixample,6,la Sagrada Família,Female,40-44,1909
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,40-44,219
2016,6,Gràcia,28,Vallcarca i els Penitents,Male,30-34,532
2013,3,Sants-Montjuïc,17,Sants - Badal,Female,45-49,736
2017,2,Eixample,7,la Dreta de l'Eixample,Female,90-94,547
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,5-9,176
2016,1,Ciutat Vella,3,la Barceloneta,Female,65-69,325
2014,4,Les Corts,19,les Corts,Female,90-94,346
2015,8,Nou Barris,55,Ciutat Meridiana,Female,20-24,314
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,40-44,1472
2013,9,Sant Andreu,62,el Congrés i els Indians,Male,5-9,278
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,>=95,185
2015,6,Gràcia,29,el Coll,Female,55-59,236
2017,2,Eixample,5,el Fort Pienc,Female,10-14,576
2017,4,Les Corts,19,les Corts,Female,80-84,1062
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,0-4,387
2013,2,Eixample,7,la Dreta de l'Eixample,Female,90-94,590
2013,9,Sant Andreu,61,la Sagrera,Male,0-4,611
2013,9,Sant Andreu,59,el Bon Pastor,Male,15-19,273
2013,6,Gràcia,28,Vallcarca i els Penitents,Male,35-39,646
2016,3,Sants-Montjuïc,15,Hostafrancs,Female,40-44,635
2013,6,Gràcia,30,la Salut,Female,10-14,235
2016,8,Nou Barris,46,el Turó de la Peira,Male,55-59,450
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,10-14,172
2015,10,Sant Martí,73,la Verneda i la Pau,Female,35-39,1130
2017,8,Nou Barris,48,la Guineueta,Female,40-44,588
2016,6,Gràcia,28,Vallcarca i els Penitents,Male,45-49,545
2013,3,Sants-Montjuïc,16,la Bordeta,Female,50-54,716
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,55-59,512
2014,9,Sant Andreu,59,el Bon Pastor,Male,60-64,265
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Female,15-19,158
2017,10,Sant Martí,73,la Verneda i la Pau,Male,15-19,613
2014,7,Horta-Guinardó,34,Can Baró,Female,85-89,125
2017,7,Horta-Guinardó,37,el Carmel,Male,30-34,1039
2016,1,Ciutat Vella,3,la Barceloneta,Male,5-9,236
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,15-19,469
2014,6,Gràcia,29,el Coll,Female,70-74,185
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,75-79,52
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,75-79,198
2017,3,Sants-Montjuïc,11,el Poble Sec,Female,20-24,938
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Female,30-34,222
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,25-29,546
2016,7,Horta-Guinardó,35,el Guinardó,Male,65-69,863
2017,7,Horta-Guinardó,40,Montbau,Male,55-59,105
2017,6,Gràcia,28,Vallcarca i els Penitents,Female,45-49,595
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,5-9,138
2013,9,Sant Andreu,57,la Trinitat Vella,Female,65-69,185
2016,6,Gràcia,28,Vallcarca i els Penitents,Male,5-9,352
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,55-59,787
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,20-24,249
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,>=95,67
2014,9,Sant Andreu,59,el Bon Pastor,Female,55-59,309
