Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,70-74,542
2017,8,Nou Barris,54,Torre Baró,Female,80-84,23
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,45-49,35
2014,8,Nou Barris,55,Ciutat Meridiana,Female,80-84,152
2017,8,Nou Barris,53,la Trinitat Nova,Female,55-59,266
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,65-69,1040
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,55-59,2191
2014,9,Sant Andreu,57,la Trinitat Vella,Male,35-39,370
2016,4,Les Corts,19,les Corts,Female,0-4,930
2015,10,Sant Martí,65,el Clot,Female,60-64,928
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,15-19,507
2015,2,Eixample,5,el Fort Pienc,Female,5-9,584
2014,9,Sant Andreu,63,Navas,Female,30-34,747
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,70-74,366
2016,3,Sants-Montjuïc,11,el Poble Sec,Male,75-79,508
2013,6,Gràcia,31,la Vila de Gràcia,Female,65-69,1277
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,85-89,20
2015,10,Sant Martí,70,el Besòs i el Maresme,Male,75-79,336
2014,9,Sant Andreu,63,Navas,Male,40-44,643
2016,6,Gràcia,29,el Coll,Male,0-4,179
2015,6,Gràcia,28,Vallcarca i els Penitents,Female,5-9,355
2013,8,Nou Barris,50,les Roquetes,Male,30-34,721
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,15-19,216
2013,10,Sant Martí,65,el Clot,Male,70-74,425
2017,10,Sant Martí,72,Sant Martí de Provençals,Female,35-39,970
2014,9,Sant Andreu,59,el Bon Pastor,Male,90-94,14
2017,3,Sants-Montjuïc,13,la Marina de Port,Male,15-19,770
2016,9,Sant Andreu,61,la Sagrera,Male,80-84,436
2017,7,Horta-Guinardó,35,el Guinardó,Male,30-34,1200
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,35-39,738
2014,8,Nou Barris,53,la Trinitat Nova,Female,5-9,180
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,25-29,606
2017,7,Horta-Guinardó,43,Horta,Female,10-14,529
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,70-74,257
2013,7,Horta-Guinardó,37,el Carmel,Male,5-9,557
2013,8,Nou Barris,49,Canyelles,Female,45-49,267
2015,6,Gràcia,29,el Coll,Male,35-39,355
2015,6,Gràcia,30,la Salut,Male,40-44,511
2016,10,Sant Martí,70,el Besòs i el Maresme,Male,55-59,695
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,35-39,1520
2017,2,Eixample,6,la Sagrada Família,Male,90-94,211
2017,8,Nou Barris,55,Ciutat Meridiana,Female,60-64,241
2016,9,Sant Andreu,63,Navas,Female,>=95,58
2015,4,Les Corts,19,les Corts,Female,15-19,817
2017,8,Nou Barris,47,Can Peguera,Male,30-34,43
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,25-29,88
2015,2,Eixample,6,la Sagrada Família,Male,10-14,887
2014,3,Sants-Montjuïc,18,Sants,Female,0-4,784
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,30-34,473
2017,4,Les Corts,19,les Corts,Male,0-4,975
2014,8,Nou Barris,52,la Prosperitat,Male,80-84,447
2016,10,Sant Martí,70,el Besòs i el Maresme,Male,>=95,10
2015,2,Eixample,10,Sant Antoni,Female,80-84,1002
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,55-59,658
2017,3,Sants-Montjuïc,18,Sants,Male,35-39,1807
2014,8,Nou Barris,54,Torre Baró,Male,45-49,94
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,25-29,967
2016,7,Horta-Guinardó,37,el Carmel,Male,10-14,543
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,30-34,840
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,45-49,910
2015,10,Sant Martí,70,el Besòs i el Maresme,Male,55-59,716
2016,8,Nou Barris,45,Porta,Male,50-54,617
2014,7,Horta-Guinardó,35,el Guinardó,Female,60-64,1152
2015,7,Horta-Guinardó,34,Can Baró,Male,>=95,6
2016,8,Nou Barris,46,el Turó de la Peira,Male,20-24,413
2017,7,Horta-Guinardó,33,el Baix Guinardó,Female,5-9,445
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,25-29,935
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,45-49,775
2016,3,Sants-Montjuïc,17,Sants - Badal,Female,15-19,359
2015,2,Eixample,5,el Fort Pienc,Male,80-84,359
2016,8,Nou Barris,47,Can Peguera,Male,90-94,3
2014,7,Horta-Guinardó,37,el Carmel,Male,>=95,7
2014,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,773
2015,7,Horta-Guinardó,37,el Carmel,Female,>=95,40
2017,9,Sant Andreu,57,la Trinitat Vella,Female,>=95,16
2013,9,Sant Andreu,61,la Sagrera,Male,>=95,6
