Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,8,Nou Barris,45,Porta,Male,0-4,542
2015,1,Ciutat Vella,1,el Raval,Female,55-59,1043
2017,10,Sant Martí,71,Provençals del Poblenou,Female,15-19,400
2017,6,Gràcia,28,Vallcarca i els Penitents,Female,15-19,244
2013,2,Eixample,5,el Fort Pienc,Male,30-34,1423
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Male,45-49,340
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,80-84,1036
2017,8,Nou Barris,55,Ciutat Meridiana,Female,25-29,322
2016,10,Sant Martí,68,el Poblenou,Female,80-84,637
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,45-49,270
2014,8,Nou Barris,53,la Trinitat Nova,Male,90-94,15
2015,2,Eixample,10,Sant Antoni,Female,35-39,1658
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,80-84,36
2015,6,Gràcia,31,la Vila de Gràcia,Male,>=95,43
2016,2,Eixample,10,Sant Antoni,Male,15-19,646
2015,6,Gràcia,30,la Salut,Female,50-54,419
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Female,80-84,186
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,90-94,175
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,75-79,652
2017,8,Nou Barris,51,Verdun,Female,75-79,316
2015,3,Sants-Montjuïc,11,el Poble Sec,Female,85-89,598
2017,4,Les Corts,21,Pedralbes,Male,5-9,352
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,5-9,171
2015,7,Horta-Guinardó,38,la Teixonera,Male,0-4,227
2014,8,Nou Barris,50,les Roquetes,Female,90-94,59
2016,2,Eixample,10,Sant Antoni,Female,30-34,1673
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,35-39,1135
2014,2,Eixample,10,Sant Antoni,Female,90-94,389
2016,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,333
2015,7,Horta-Guinardó,43,Horta,Male,60-64,389
2014,10,Sant Martí,65,el Clot,Female,15-19,440
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,30-34,1249
2017,7,Horta-Guinardó,34,Can Baró,Male,70-74,228
2015,8,Nou Barris,51,Verdun,Female,60-64,235
2016,9,Sant Andreu,60,Sant Andreu,Female,80-84,1178
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,65-69,26
2016,4,Les Corts,21,Pedralbes,Female,5-9,279
2017,3,Sants-Montjuïc,13,la Marina de Port,Female,0-4,651
2017,10,Sant Martí,73,la Verneda i la Pau,Female,>=95,54
2013,9,Sant Andreu,59,el Bon Pastor,Female,0-4,384
2015,9,Sant Andreu,58,Baró de Viver,Male,50-54,72
2013,7,Horta-Guinardó,43,Horta,Female,10-14,389
2014,2,Eixample,5,el Fort Pienc,Female,70-74,771
2013,7,Horta-Guinardó,33,el Baix Guinardó,Female,50-54,976
2014,2,Eixample,7,la Dreta de l'Eixample,Female,85-89,917
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,>=95,203
2017,6,Gràcia,30,la Salut,Female,70-74,450
2015,3,Sants-Montjuïc,17,Sants - Badal,Female,15-19,411
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,>=95,2
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,15-19,82
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,0-4,449
2013,7,Horta-Guinardó,42,la Clota,Male,25-29,6
2014,4,Les Corts,21,Pedralbes,Female,35-39,395
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,70-74,398
2016,9,Sant Andreu,61,la Sagrera,Female,5-9,536
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,55-59,1349
2016,4,Les Corts,19,les Corts,Female,40-44,1672
2015,9,Sant Andreu,60,Sant Andreu,Female,0-4,1217
2013,7,Horta-Guinardó,38,la Teixonera,Female,60-64,374
2015,8,Nou Barris,48,la Guineueta,Male,55-59,409
2013,8,Nou Barris,50,les Roquetes,Female,80-84,293
2013,6,Gràcia,31,la Vila de Gràcia,Female,40-44,2044
2017,10,Sant Martí,70,el Besòs i el Maresme,Female,70-74,422
2014,10,Sant Martí,71,Provençals del Poblenou,Male,>=95,1
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Female,>=95,100
2015,8,Nou Barris,51,Verdun,Female,>=95,21
2014,1,Ciutat Vella,1,el Raval,Female,>=95,57
