Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,35-39,779
2017,2,Eixample,7,la Dreta de l'Eixample,Female,60-64,1386
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,5-9,248
2016,3,Sants-Montjuïc,15,Hostafrancs,Male,75-79,215
2013,7,Horta-Guinardó,37,el Carmel,Male,45-49,1178
2013,8,Nou Barris,49,Canyelles,Female,5-9,125
2016,7,Horta-Guinardó,33,el Baix Guinardó,Male,65-69,580
2017,8,Nou Barris,46,el Turó de la Peira,Male,65-69,237
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,80-84,376
2017,2,Eixample,10,Sant Antoni,Female,80-84,973
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,60-64,175
2015,2,Eixample,6,la Sagrada Família,Female,5-9,862
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,75-79,227
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,55-59,134
2013,7,Horta-Guinardó,33,el Baix Guinardó,Female,10-14,435
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,75-79,90
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,75-79,1142
2013,8,Nou Barris,49,Canyelles,Female,25-29,188
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,20-24,548
2016,6,Gràcia,30,la Salut,Female,20-24,289
2013,9,Sant Andreu,58,Baró de Viver,Male,80-84,20
2017,7,Horta-Guinardó,33,el Baix Guinardó,Female,10-14,408
2017,7,Horta-Guinardó,34,Can Baró,Male,50-54,323
2016,9,Sant Andreu,60,Sant Andreu,Male,85-89,406
2017,10,Sant Martí,70,el Besòs i el Maresme,Female,65-69,499
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,0-4,127
2014,8,Nou Barris,56,Vallbona,Female,5-9,32
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,30-34,221
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,40-44,437
2013,3,Sants-Montjuïc,15,Hostafrancs,Male,75-79,241
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,90-94,138
2013,2,Eixample,5,el Fort Pienc,Female,25-29,1240
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Female,20-24,187
2016,8,Nou Barris,49,Canyelles,Male,0-4,103
2016,3,Sants-Montjuïc,11,el Poble Sec,Female,25-29,1464
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,85-89,656
2014,6,Gràcia,29,el Coll,Male,70-74,139
2017,8,Nou Barris,49,Canyelles,Male,30-34,180
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,5-9,1241
2014,7,Horta-Guinardó,37,el Carmel,Female,25-29,936
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,40-44,811
2014,1,Ciutat Vella,3,la Barceloneta,Male,0-4,253
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,90-94,329
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Female,45-49,353
2013,8,Nou Barris,49,Canyelles,Male,55-59,314
2017,10,Sant Martí,68,el Poblenou,Female,30-34,1032
2015,2,Eixample,6,la Sagrada Família,Female,10-14,651
2016,8,Nou Barris,55,Ciutat Meridiana,Male,40-44,488
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,0-4,94
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,90-94,14
2016,7,Horta-Guinardó,40,Montbau,Female,15-19,87
2013,6,Gràcia,29,el Coll,Male,45-49,244
2017,2,Eixample,6,la Sagrada Família,Male,85-89,478
2017,2,Eixample,7,la Dreta de l'Eixample,Female,30-34,1793
2017,9,Sant Andreu,59,el Bon Pastor,Female,10-14,288
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,15-19,813
2014,7,Horta-Guinardó,34,Can Baró,Female,10-14,159
2017,8,Nou Barris,56,Vallbona,Male,55-59,37
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,>=95,13
2016,9,Sant Andreu,61,la Sagrera,Female,>=95,50
