Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2014,10,Sant Martí,71,Provençals del Poblenou,Male,20-24,484
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Female,75-79,171
2014,7,Horta-Guinardó,34,Can Baró,Male,0-4,154
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,10-14,647
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,15-19,407
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,35-39,30
2017,1,Ciutat Vella,1,el Raval,Female,90-94,246
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,60-64,234
2013,10,Sant Martí,71,Provençals del Poblenou,Female,10-14,349
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,55-59,222
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,15-19,683
2017,9,Sant Andreu,61,la Sagrera,Female,45-49,858
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,35-39,784
2016,3,Sants-Montjuïc,15,Hostafrancs,Male,90-94,42
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,60-64,94
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,60-64,938
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,60-64,407
2014,7,Horta-Guinardó,34,Can Baró,Female,35-39,280
2013,1,Ciutat Vella,1,el Raval,Male,75-79,574
2013,3,Sants-Montjuïc,16,la Bordeta,Female,45-49,744
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,65-69,848
2013,3,Sants-Montjuïc,16,la Bordeta,Male,30-34,750
2015,8,Nou Barris,51,Verdun,Female,90-94,66
2013,2,Eixample,6,la Sagrada Família,Male,55-59,1496
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,65-69,1250
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,80-84,129
2016,10,Sant Martí,65,el Clot,Male,90-94,62
2014,8,Nou Barris,50,les Roquetes,Male,25-29,314
2016,3,Sants-Montjuïc,17,Sants - Badal,Female,85-89,404
2014,7,Horta-Guinardó,42,la Clota,Male,0-4,19
2017,10,Sant Martí,70,el Besòs i el Maresme,Male,55-59,568
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,5-9,368
2016,3,Sants-Montjuïc,18,Sants,Female,55-59,1470
2013,7,Horta-Guinardó,38,la Teixonera,Female,40-44,507
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,65-69,1051
2015,6,Gràcia,31,la Vila de Gràcia,Female,50-54,1647
2017,7,Horta-Guinardó,40,Montbau,Female,15-19,104
2017,8,Nou Barris,50,les Roquetes,Male,25-29,514
2014,7,Horta-Guinardó,38,la Teixonera,Female,65-69,376
2017,8,Nou Barris,51,Verdun,Female,45-49,286
2015,8,Nou Barris,48,la Guineueta,Male,70-74,409
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,90-94,3
2014,1,Ciutat Vella,1,el Raval,Female,65-69,589
2016,10,Sant Martí,72,Sant Martí de Provençals,Female,55-59,688
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,50-54,2037
2014,7,Horta-Guinardó,43,Horta,Female,5-9,449
2016,9,Sant Andreu,61,la Sagrera,Male,25-29,767
2015,7,Horta-Guinardó,37,el Carmel,Male,75-79,649
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,85-89,17
