Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,4,Les Corts,19,les Corts,Male,20-24,1044
2016,9,Sant Andreu,59,el Bon Pastor,Female,30-34,394
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,15-19,127
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,65-69,221
2014,7,Horta-Guinardó,38,la Teixonera,Male,85-89,57
2017,8,Nou Barris,55,Ciutat Meridiana,Male,60-64,180
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,50-54,167
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Female,65-69,354
2016,3,Sants-Montjuïc,13,la Marina de Port,Male,65-69,658
2015,10,Sant Martí,65,el Clot,Male,40-44,1084
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,90-94,294
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,65-69,354
2016,6,Gràcia,30,la Salut,Male,35-39,399
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,5-9,232
2013,8,Nou Barris,52,la Prosperitat,Male,10-14,558
2017,1,Ciutat Vella,1,el Raval,Male,5-9,1142
2016,9,Sant Andreu,60,Sant Andreu,Female,25-29,1506
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,55-59,700
2017,6,Gràcia,30,la Salut,Male,85-89,110
2015,9,Sant Andreu,59,el Bon Pastor,Male,5-9,438
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,>=95,10
2013,10,Sant Martí,72,Sant Martí de Provençals,Female,25-29,564
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,80-84,436
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,90-94,318
2013,1,Ciutat Vella,3,la Barceloneta,Female,50-54,428
2014,4,Les Corts,19,les Corts,Male,25-29,1445
2017,3,Sants-Montjuïc,13,la Marina de Port,Female,60-64,872
2016,8,Nou Barris,45,Porta,Male,40-44,1051
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,55-59,425
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,75-79,399
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,85-89,274
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,65-69,1155
2016,8,Nou Barris,49,Canyelles,Female,0-4,113
2017,8,Nou Barris,49,Canyelles,Male,65-69,231
2017,4,Les Corts,19,les Corts,Male,5-9,958
2017,7,Horta-Guinardó,40,Montbau,Female,25-29,111
2016,8,Nou Barris,49,Canyelles,Male,25-29,175
2014,1,Ciutat Vella,1,el Raval,Male,10-14,912
2014,9,Sant Andreu,57,la Trinitat Vella,Female,10-14,237
2017,9,Sant Andreu,63,Navas,Male,5-9,452
2014,8,Nou Barris,50,les Roquetes,Female,75-79,326
2013,7,Horta-Guinardó,42,la Clota,Female,>=95,1
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,90-94,260
2016,8,Nou Barris,54,Torre Baró,Female,35-39,66
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,30-34,1374
2013,10,Sant Martí,65,el Clot,Male,90-94,46
2013,7,Horta-Guinardó,43,Horta,Male,>=95,10
2014,8,Nou Barris,53,la Trinitat Nova,Male,20-24,115
2013,6,Gràcia,28,Vallcarca i els Penitents,Male,25-29,448
2017,9,Sant Andreu,57,la Trinitat Vella,Female,65-69,200
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,55-59,965
2014,6,Gràcia,30,la Salut,Male,5-9,220
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Female,10-14,131
2013,3,Sants-Montjuïc,11,el Poble Sec,Female,55-59,1119
2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,500
2013,3,Sants-Montjuïc,15,Hostafrancs,Female,70-74,296
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,50-54,348
2016,10,Sant Martí,71,Provençals del Poblenou,Male,75-79,261
2014,9,Sant Andreu,61,la Sagrera,Male,90-94,79
2013,8,Nou Barris,49,Canyelles,Male,0-4,122
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,>=95,6
2015,8,Nou Barris,49,Canyelles,Male,70-74,195
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,21
2015,7,Horta-Guinardó,42,la Clota,Male,90-94,3
2013,6,Gràcia,29,el Coll,Male,85-89,28
2013,8,Nou Barris,52,la Prosperitat,Female,60-64,799
2013,10,Sant Martí,65,el Clot,Male,>=95,9
2015,4,Les Corts,21,Pedralbes,Female,>=95,30
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Female,50-54,195
2013,8,Nou Barris,54,Torre Baró,Female,>=95,4
