Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2015,3,Sants-Montjuïc,18,Sants,Female,50-54,1496
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,65-69,949
2013,10,Sant Martí,65,el Clot,Male,20-24,651
2016,7,Horta-Guinardó,43,Horta,Female,85-89,492
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,0-4,604
2014,1,Ciutat Vella,3,la Barceloneta,Male,5-9,248
2014,2,Eixample,10,Sant Antoni,Female,85-89,781
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,30-34,2576
2017,1,Ciutat Vella,2,el Barri Gòtic,Male,50-54,573
2014,3,Sants-Montjuïc,16,la Bordeta,Female,65-69,573
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,10-14,482
2017,3,Sants-Montjuïc,15,Hostafrancs,Male,5-9,299
2013,9,Sant Andreu,57,la Trinitat Vella,Male,35-39,615
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,>=95,42
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Male,80-84,382
2016,3,Sants-Montjuïc,17,Sants - Badal,Female,20-24,626
2017,10,Sant Martí,72,Sant Martí de Provençals,Male,85-89,271
2013,8,Nou Barris,54,Torre Baró,Male,60-64,54
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,90-94,87
2015,10,Sant Martí,65,el Clot,Male,5-9,493
2013,9,Sant Andreu,62,el Congrés i els Indians,Male,35-39,611
2013,6,Gràcia,28,Vallcarca i els Penitents,Female,25-29,387
2015,10,Sant Martí,73,la Verneda i la Pau,Female,20-24,512
2014,7,Horta-Guinardó,37,el Carmel,Female,85-89,370
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,25-29,473
2014,4,Les Corts,21,Pedralbes,Male,20-24,313
2017,10,Sant Martí,72,Sant Martí de Provençals,Male,75-79,547
2015,3,Sants-Montjuïc,13,la Marina de Port,Male,25-29,869
2017,2,Eixample,10,Sant Antoni,Male,20-24,909
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,60-64,358
2013,8,Nou Barris,52,la Prosperitat,Male,70-74,695
2016,3,Sants-Montjuïc,15,Hostafrancs,Male,20-24,382
2014,7,Horta-Guinardó,37,el Carmel,Female,0-4,703
2017,9,Sant Andreu,63,Navas,Male,10-14,347
2014,8,Nou Barris,50,les Roquetes,Male,90-94,26
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,0-4,18
2016,10,Sant Martí,71,Provençals del Poblenou,Female,90-94,78
2017,1,Ciutat Vella,3,la Barceloneta,Female,40-44,545
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,85-89,369
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,70-74,715
2015,7,Horta-Guinardó,38,la Teixonera,Female,5-9,182
2016,7,Horta-Guinardó,40,Montbau,Female,70-74,155
2013,8,Nou Barris,47,Can Peguera,Female,85-89,51
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,80-84,73
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,70-74,287
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,10-14,497
2014,7,Horta-Guinardó,38,la Teixonera,Female,10-14,185
2016,7,Horta-Guinardó,37,el Carmel,Male,70-74,774
2013,6,Gràcia,30,la Salut,Male,60-64,302
2015,3,Sants-Montjuïc,15,Hostafrancs,Male,75-79,209
2016,7,Horta-Guinardó,38,la Teixonera,Male,25-29,328
2017,7,Horta-Guinardó,37,el Carmel,Female,5-9,594
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,90-94,28
2013,7,Horta-Guinardó,34,Can Baró,Male,15-19,141
2017,3,Sants-Montjuïc,18,Sants,Female,50-54,1487
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,0-4,309
2014,6,Gràcia,31,la Vila de Gràcia,Male,80-84,595
2014,7,Horta-Guinardó,34,Can Baró,Female,20-24,196
2014,9,Sant Andreu,57,la Trinitat Vella,Female,80-84,143
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,15-19,487
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,0-4,175
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,80-84,49
2016,9,Sant Andreu,60,Sant Andreu,Male,5-9,1376
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Male,30-34,117
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,45-49,386
2016,7,Horta-Guinardó,37,el Carmel,Male,55-59,816
2016,3,Sants-Montjuïc,16,la Bordeta,Male,70-74,307
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Female,>=95,9
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Male,90-94,78
2017,2,Eixample,10,Sant Antoni,Male,85-89,367
2014,6,Gràcia,29,el Coll,Male,90-94,14
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,30-34,94
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Male,25-29,237
2015,10,Sant Martí,70,el Besòs i el Maresme,Male,60-64,442
2015,3,Sants-Montjuïc,13,la Marina de Port,Female,55-59,1003
2014,9,Sant Andreu,61,la Sagrera,Male,40-44,1023
2017,8,Nou Barris,45,Porta,Female,>=95,42
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,>=95,6
2015,9,Sant Andreu,58,Baró de Viver,Male,>=95,0
