Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,7,Horta-Guinardó,37,el Carmel,Male,75-79,617
2015,3,Sants-Montjuïc,18,Sants,Male,50-54,1325
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,90-94,41
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,30-34,983
2017,3,Sants-Montjuïc,18,Sants,Male,45-49,1388
2017,1,Ciutat Vella,1,el Raval,Female,20-24,1374
2015,9,Sant Andreu,63,Navas,Male,>=95,14
2014,3,Sants-Montjuïc,16,la Bordeta,Female,25-29,505
2013,8,Nou Barris,56,Vallbona,Female,45-49,48
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,5-9,185
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Female,20-24,578
2016,9,Sant Andreu,58,Baró de Viver,Female,25-29,37
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Female,45-49,226
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,60-64,352
2016,9,Sant Andreu,60,Sant Andreu,Female,55-59,2236
2015,10,Sant Martí,70,el Besòs i el Maresme,Female,10-14,484
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,30-34,671
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,50-54,50
2014,7,Horta-Guinardó,37,el Carmel,Female,15-19,618
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,60-64,994
2013,8,Nou Barris,45,Porta,Male,85-89,144
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,814
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,75-79,1176
2017,6,Gràcia,31,la Vila de Gràcia,Female,80-84,899
2013,7,Horta-Guinardó,38,la Teixonera,Female,0-4,250
2015,8,Nou Barris,51,Verdun,Female,15-19,197
2014,8,Nou Barris,45,Porta,Female,65-69,864
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Female,65-69,230
2016,8,Nou Barris,54,Torre Baró,Male,65-69,49
2013,7,Horta-Guinardó,33,el Baix Guinardó,Male,15-19,521
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,35-39,19
2014,9,Sant Andreu,62,el Congrés i els Indians,Male,40-44,518
2013,7,Horta-Guinardó,38,la Teixonera,Male,75-79,218
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,70-74,600
2016,3,Sants-Montjuïc,18,Sants,Male,35-39,1806
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,15-19,108
2017,8,Nou Barris,54,Torre Baró,Female,0-4,86
2015,7,Horta-Guinardó,34,Can Baró,Female,40-44,277
2015,10,Sant Martí,68,el Poblenou,Female,55-59,920
2013,10,Sant Martí,65,el Clot,Male,0-4,591
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,35-39,2278
2013,10,Sant Martí,70,el Besòs i el Maresme,Female,40-44,763
2015,8,Nou Barris,53,la Trinitat Nova,Female,65-69,121
2015,1,Ciutat Vella,2,el Barri Gòtic,Male,35-39,823
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,65-69,247
2014,10,Sant Martí,71,Provençals del Poblenou,Female,20-24,437
2013,9,Sant Andreu,61,la Sagrera,Female,5-9,521
2017,1,Ciutat Vella,3,la Barceloneta,Male,55-59,240
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,60-64,662
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,5-9,1219
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,15-19,182
2013,10,Sant Martí,70,el Besòs i el Maresme,Male,>=95,5
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,80-84,548
2013,2,Eixample,6,la Sagrada Família,Male,5-9,873
2017,2,Eixample,6,la Sagrada Família,Male,10-14,890
2017,6,Gràcia,30,la Salut,Male,60-64,319
2014,10,Sant Martí,72,Sant Martí de Provençals,Male,65-69,517
2013,3,Sants-Montjuïc,15,Hostafrancs,Male,30-34,836
2016,7,Horta-Guinardó,34,Can Baró,Female,>=95,14
2016,1,Ciutat Vella,2,el Barri Gòtic,Male,>=95,12
2016,1,Ciutat Vella,2,el Barri Gòtic,Female,80-84,224
2016,3,Sants-Montjuïc,13,la Marina de Port,Female,60-64,848
2014,2,Eixample,10,Sant Antoni,Male,75-79,521
2015,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,600
2014,4,Les Corts,19,les Corts,Female,60-64,1797
2014,8,Nou Barris,52,la Prosperitat,Male,>=95,4
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,55-59,400
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,35-39,806
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,40-44,34
2016,4,Les Corts,21,Pedralbes,Female,30-34,311
