Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,85-89,243
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Female,0-4,115
2017,9,Sant Andreu,61,la Sagrera,Female,20-24,679
2016,3,Sants-Montjuïc,17,Sants - Badal,Male,85-89,207
2013,4,Les Corts,21,Pedralbes,Female,50-54,397
2014,8,Nou Barris,46,el Turó de la Peira,Male,45-49,581
2016,10,Sant Martí,73,la Verneda i la Pau,Female,70-74,976
2013,3,Sants-Montjuïc,13,la Marina de Port,Male,80-84,397
2017,9,Sant Andreu,61,la Sagrera,Female,85-89,418
2014,10,Sant Martí,71,Provençals del Poblenou,Male,30-34,808
2013,7,Horta-Guinardó,43,Horta,Female,15-19,488
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,40-44,1223
2013,7,Horta-Guinardó,40,Montbau,Female,0-4,73
2015,8,Nou Barris,55,Ciutat Meridiana,Female,10-14,190
2013,7,Horta-Guinardó,42,la Clota,Female,55-59,4
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,5-9,431
2015,9,Sant Andreu,57,la Trinitat Vella,Male,80-84,82
2015,9,Sant Andreu,63,Navas,Female,50-54,834
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,10-14,186
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,40-44,322
2017,2,Eixample,7,la Dreta de l'Eixample,Male,80-84,484
2016,8,Nou Barris,49,Canyelles,Female,65-69,308
2014,7,Horta-Guinardó,40,Montbau,Male,0-4,75
2013,7,Horta-Guinardó,38,la Teixonera,Male,90-94,13
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,90-94,259
2016,3,Sants-Montjuïc,15,Hostafrancs,Female,5-9,268
2016,6,Gràcia,31,la Vila de Gràcia,Male,5-9,999
2017,1,Ciutat Vella,3,la Barceloneta,Male,50-54,412
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,85-89,323
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,45-49,397
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,20-24,32
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,45-49,378
2016,8,Nou Barris,51,Verdun,Male,30-34,386
2014,9,Sant Andreu,59,el Bon Pastor,Female,75-79,280
2016,7,Horta-Guinardó,34,Can Baró,Female,65-69,303
2014,9,Sant Andreu,58,Baró de Viver,Male,45-49,95
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Female,50-54,211
2014,7,Horta-Guinardó,43,Horta,Male,45-49,977
2013,8,Nou Barris,50,les Roquetes,Male,75-79,249
2013,7,Horta-Guinardó,35,el Guinardó,Male,80-84,427
2017,6,Gràcia,29,el Coll,Male,25-29,219
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,5-9,302
2017,1,Ciutat Vella,2,el Barri Gòtic,Male,15-19,231
2016,3,Sants-Montjuïc,18,Sants,Female,85-89,721
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,50-54,1000
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Female,5-9,745
2017,8,Nou Barris,46,el Turó de la Peira,Male,10-14,354
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,85-89,282
2014,10,Sant Martí,65,el Clot,Male,15-19,629
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,>=95,57
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,60-64,2087
2016,6,Gràcia,28,Vallcarca i els Penitents,Female,90-94,147
2016,7,Horta-Guinardó,42,la Clota,Female,0-4,9
2013,8,Nou Barris,49,Canyelles,Male,65-69,242
2017,9,Sant Andreu,58,Baró de Viver,Male,55-59,67
2017,8,Nou Barris,53,la Trinitat Nova,Female,80-84,180
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,35-39,284
2016,7,Horta-Guinardó,42,la Clota,Female,60-64,5
2013,3,Sants-Montjuïc,16,la Bordeta,Female,30-34,768
2017,8,Nou Barris,51,Verdun,Male,5-9,276
2015,3,Sants-Montjuïc,15,Hostafrancs,Male,15-19,171
2015,9,Sant Andreu,62,el Congrés i els Indians,Female,>=95,35
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,25-29,1109
2016,1,Ciutat Vella,2,el Barri Gòtic,Female,>=95,31
2017,6,Gràcia,31,la Vila de Gràcia,Male,60-64,1078
2015,6,Gràcia,29,el Coll,Female,>=95,18
2014,8,Nou Barris,55,Ciutat Meridiana,Female,35-39,444
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,25-29,46
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,85-89,384
2017,9,Sant Andreu,58,Baró de Viver,Male,25-29,68
2015,2,Eixample,5,el Fort Pienc,Female,>=95,87
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,75-79,159
2013,8,Nou Barris,53,la Trinitat Nova,Female,55-59,234
2016,8,Nou Barris,48,la Guineueta,Female,10-14,305
2016,7,Horta-Guinardó,43,Horta,Female,>=95,78
2013,6,Gràcia,30,la Salut,Female,5-9,251
2016,7,Horta-Guinardó,42,la Clota,Female,85-89,1
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,>=95,99
