Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,35-39,1615
2013,4,Les Corts,19,les Corts,Male,90-94,133
2016,2,Eixample,7,la Dreta de l'Eixample,Female,45-49,1531
2013,8,Nou Barris,56,Vallbona,Female,90-94,11
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,15-19,210
2015,8,Nou Barris,54,Torre Baró,Male,90-94,6
2017,10,Sant Martí,65,el Clot,Male,55-59,710
2017,9,Sant Andreu,58,Baró de Viver,Male,35-39,83
2013,8,Nou Barris,46,el Turó de la Peira,Male,25-29,463
2013,3,Sants-Montjuïc,16,la Bordeta,Male,85-89,120
2014,3,Sants-Montjuïc,18,Sants,Male,75-79,680
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,45-49,525
2015,8,Nou Barris,55,Ciutat Meridiana,Male,75-79,177
2015,7,Horta-Guinardó,38,la Teixonera,Male,90-94,17
2017,8,Nou Barris,49,Canyelles,Female,80-84,170
2014,8,Nou Barris,49,Canyelles,Male,90-94,11
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,20-24,775
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,30-34,700
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Female,70-74,236
2016,3,Sants-Montjuïc,15,Hostafrancs,Female,50-54,549
2015,2,Eixample,5,el Fort Pienc,Female,20-24,597
2016,8,Nou Barris,51,Verdun,Male,90-94,15
2016,10,Sant Martí,68,el Poblenou,Female,40-44,1734
2013,9,Sant Andreu,63,Navas,Female,65-69,793
2014,1,Ciutat Vella,3,la Barceloneta,Male,50-54,491
2016,7,Horta-Guinardó,35,el Guinardó,Female,90-94,295
2017,3,Sants-Montjuïc,18,Sants,Female,15-19,728
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,50-54,348
2013,1,Ciutat Vella,1,el Raval,Female,80-84,727
2016,9,Sant Andreu,60,Sant Andreu,Female,40-44,2491
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,60-64,1007
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,40-44,275
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,50-54,1123
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,70-74,63
2015,9,Sant Andreu,57,la Trinitat Vella,Male,0-4,332
2017,2,Eixample,10,Sant Antoni,Male,30-34,1664
2013,2,Eixample,6,la Sagrada Família,Female,>=95,126
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,15-19,588
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,30-34,41
2015,3,Sants-Montjuïc,18,Sants,Female,60-64,1243
2014,7,Horta-Guinardó,43,Horta,Male,30-34,750
2013,7,Horta-Guinardó,40,Montbau,Male,15-19,79
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,80-84,1112
2014,1,Ciutat Vella,1,el Raval,Male,35-39,3336
2013,3,Sants-Montjuïc,17,Sants - Badal,Male,25-29,906
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,40-44,499
2015,3,Sants-Montjuïc,15,Hostafrancs,Female,45-49,552
2014,7,Horta-Guinardó,43,Horta,Male,55-59,714
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,45-49,393
2014,10,Sant Martí,68,el Poblenou,Female,40-44,1663
2013,8,Nou Barris,55,Ciutat Meridiana,Male,70-74,216
2016,3,Sants-Montjuïc,13,la Marina de Port,Male,>=95,7
2013,9,Sant Andreu,59,el Bon Pastor,Female,45-49,373
2015,6,Gràcia,31,la Vila de Gràcia,Male,5-9,960
2013,2,Eixample,10,Sant Antoni,Male,45-49,1376
2014,8,Nou Barris,52,la Prosperitat,Male,55-59,701
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,55-59,764
2013,7,Horta-Guinardó,34,Can Baró,Female,85-89,107
2013,8,Nou Barris,47,Can Peguera,Male,20-24,50
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,10-14,254
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,75-79,575
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,>=95,1
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,75-79,768
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,25-29,172
2014,10,Sant Martí,65,el Clot,Female,80-84,508
2013,10,Sant Martí,65,el Clot,Female,>=95,36
2013,8,Nou Barris,52,la Prosperitat,Male,>=95,5
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,>=95,15
