Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,8,Nou Barris,53,la Trinitat Nova,Female,45-49,209
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,50-54,722
2015,9,Sant Andreu,63,Navas,Male,60-64,560
2017,8,Nou Barris,56,Vallbona,Male,85-89,7
2015,1,Ciutat Vella,2,el Barri Gòtic,Male,70-74,183
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,75-79,1292
2014,6,Gràcia,31,la Vila de Gràcia,Male,10-14,670
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,80-84,86
2013,7,Horta-Guinardó,42,la Clota,Male,70-74,5
2015,10,Sant Martí,68,el Poblenou,Female,35-39,1777
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Female,90-94,159
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,60-64,26
2014,7,Horta-Guinardó,34,Can Baró,Male,40-44,319
2013,8,Nou Barris,55,Ciutat Meridiana,Male,90-94,8
2013,10,Sant Martí,70,el Besòs i el Maresme,Female,10-14,466
2014,6,Gràcia,31,la Vila de Gràcia,Female,20-24,1086
2016,8,Nou Barris,53,la Trinitat Nova,Male,85-89,43
2016,9,Sant Andreu,57,la Trinitat Vella,Female,35-39,420
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Female,55-59,851
2016,6,Gràcia,28,Vallcarca i els Penitents,Male,80-84,223
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,25-29,400
2016,8,Nou Barris,52,la Prosperitat,Male,60-64,588
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Female,40-44,222
2017,9,Sant Andreu,58,Baró de Viver,Male,45-49,78
2016,8,Nou Barris,51,Verdun,Female,15-19,255
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,50-54,24
2017,8,Nou Barris,47,Can Peguera,Female,50-54,73
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,10-14,633
2015,4,Les Corts,21,Pedralbes,Female,55-59,376
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,50-54,763
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,60-64,741
2016,2,Eixample,10,Sant Antoni,Male,65-69,711
2015,9,Sant Andreu,62,el Congrés i els Indians,Female,30-34,536
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,30-34,1133
2017,9,Sant Andreu,63,Navas,Male,15-19,465
2015,8,Nou Barris,54,Torre Baró,Male,70-74,26
2016,10,Sant Martí,65,el Clot,Male,80-84,329
2015,9,Sant Andreu,58,Baró de Viver,Male,60-64,29
2014,4,Les Corts,21,Pedralbes,Female,65-69,398
2016,9,Sant Andreu,60,Sant Andreu,Male,25-29,1440
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,60-64,21
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,25-29,201
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Female,5-9,190
2015,1,Ciutat Vella,3,la Barceloneta,Male,85-89,99
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,60-64,15
2017,8,Nou Barris,54,Torre Baró,Male,20-24,79
2015,7,Horta-Guinardó,35,el Guinardó,Female,45-49,1389
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,55-59,266
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,>=95,34
2016,9,Sant Andreu,58,Baró de Viver,Male,25-29,70
2014,4,Les Corts,21,Pedralbes,Female,30-34,339
2014,1,Ciutat Vella,3,la Barceloneta,Male,55-59,403
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Male,85-89,53
2013,6,Gràcia,29,el Coll,Male,20-24,120
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,15-19,495
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,20-24,462
2013,3,Sants-Montjuïc,16,la Bordeta,Male,>=95,6
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,65-69,51
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,70-74,306
