Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,7,Horta-Guinardó,38,la Teixonera,Female,5-9,191
2013,7,Horta-Guinardó,42,la Clota,Female,45-49,10
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,25-29,610
2013,9,Sant Andreu,62,el Congrés i els Indians,Female,90-94,135
2017,8,Nou Barris,52,la Prosperitat,Female,65-69,818
2015,8,Nou Barris,50,les Roquetes,Male,85-89,58
2015,3,Sants-Montjuïc,16,la Bordeta,Male,50-54,634
2015,8,Nou Barris,53,la Trinitat Nova,Male,60-64,176
2014,8,Nou Barris,53,la Trinitat Nova,Female,75-79,181
2013,2,Eixample,10,Sant Antoni,Male,30-34,1909
2014,10,Sant Martí,72,Sant Martí de Provençals,Male,75-79,606
2017,9,Sant Andreu,59,el Bon Pastor,Male,80-84,123
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,10-14,139
2014,7,Horta-Guinardó,42,la Clota,Female,40-44,10
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,15-19,13
2015,10,Sant Martí,71,Provençals del Poblenou,Female,20-24,499
2016,8,Nou Barris,46,el Turó de la Peira,Female,0-4,340
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,70-74,1056
2013,8,Nou Barris,50,les Roquetes,Male,90-94,20
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,50-54,380
2013,10,Sant Martí,70,el Besòs i el Maresme,Male,80-84,363
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,65-69,743
2016,2,Eixample,7,la Dreta de l'Eixample,Male,50-54,1404
2015,9,Sant Andreu,60,Sant Andreu,Male,80-84,702
2014,10,Sant Martí,72,Sant Martí de Provençals,Male,70-74,635
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,>=95,3
2016,4,Les Corts,19,les Corts,Male,75-79,869
2017,8,Nou Barris,51,Verdun,Male,40-44,496
2015,10,Sant Martí,71,Provençals del Poblenou,Male,85-89,129
2013,2,Eixample,5,el Fort Pienc,Female,35-39,1387
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Male,75-79,119
2016,7,Horta-Guinardó,43,Horta,Male,25-29,567
2015,3,Sants-Montjuïc,18,Sants,Male,20-24,952
2014,6,Gràcia,29,el Coll,Female,55-59,232
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,65-69,211
2013,8,Nou Barris,45,Porta,Male,90-94,60
2017,8,Nou Barris,52,la Prosperitat,Male,15-19,453
2016,2,Eixample,5,el Fort Pienc,Male,90-94,112
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,80-84,772
2013,1,Ciutat Vella,1,el Raval,Male,10-14,923
2013,8,Nou Barris,54,Torre Baró,Male,5-9,48
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,5-9,163
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,65-69,298
2014,2,Eixample,7,la Dreta de l'Eixample,Male,80-84,535
2016,7,Horta-Guinardó,42,la Clota,Female,>=95,0
2014,7,Horta-Guinardó,40,Montbau,Male,75-79,149
2015,10,Sant Martí,73,la Verneda i la Pau,Male,65-69,887
2014,7,Horta-Guinardó,43,Horta,Female,35-39,1056
2014,7,Horta-Guinardó,40,Montbau,Male,15-19,100
2013,8,Nou Barris,51,Verdun,Male,70-74,205
2017,8,Nou Barris,53,la Trinitat Nova,Male,25-29,167
2014,2,Eixample,7,la Dreta de l'Eixample,Male,15-19,843
2015,6,Gràcia,31,la Vila de Gràcia,Male,35-39,2680
2016,8,Nou Barris,51,Verdun,Female,20-24,311
2013,9,Sant Andreu,60,Sant Andreu,Male,50-54,1862
2017,7,Horta-Guinardó,37,el Carmel,Male,45-49,1200
2016,6,Gràcia,28,Vallcarca i els Penitents,Female,50-54,560
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,40-44,1249
2013,9,Sant Andreu,59,el Bon Pastor,Female,40-44,559
2014,8,Nou Barris,48,la Guineueta,Female,>=95,19
2014,8,Nou Barris,45,Porta,Male,>=95,7
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Male,>=95,1
