Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,4,Les Corts,21,Pedralbes,Female,70-74,361
2017,7,Horta-Guinardó,43,Horta,Female,90-94,253
2014,10,Sant Martí,73,la Verneda i la Pau,Male,30-34,950
2014,7,Horta-Guinardó,42,la Clota,Female,80-84,6
2013,9,Sant Andreu,63,Navas,Female,50-54,852
2013,7,Horta-Guinardó,43,Horta,Female,25-29,614
2017,3,Sants-Montjuïc,15,Hostafrancs,Female,60-64,508
2013,6,Gràcia,29,el Coll,Male,>=95,3
2017,8,Nou Barris,46,el Turó de la Peira,Female,50-54,504
2016,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,445
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,45-49,822
2017,7,Horta-Guinardó,37,el Carmel,Male,15-19,671
2016,7,Horta-Guinardó,33,el Baix Guinardó,Male,30-34,913
2016,8,Nou Barris,47,Can Peguera,Female,65-69,44
2015,3,Sants-Montjuïc,16,la Bordeta,Male,10-14,365
2013,3,Sants-Montjuïc,18,Sants,Male,65-69,954
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,30-34,113
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,90-94,50
2017,8,Nou Barris,47,Can Peguera,Male,80-84,22
2016,1,Ciutat Vella,2,el Barri Gòtic,Female,20-24,582
2017,8,Nou Barris,46,el Turó de la Peira,Female,10-14,315
2015,8,Nou Barris,56,Vallbona,Male,35-39,52
2015,1,Ciutat Vella,3,la Barceloneta,Male,65-69,290
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,65-69,736
2014,2,Eixample,10,Sant Antoni,Female,10-14,637
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,10-14,208
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,5-9,640
2016,8,Nou Barris,54,Torre Baró,Female,25-29,92
2015,8,Nou Barris,49,Canyelles,Male,0-4,79
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,20-24,110
2015,8,Nou Barris,54,Torre Baró,Male,50-54,71
2013,8,Nou Barris,52,la Prosperitat,Female,15-19,491
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,65-69,837
2013,6,Gràcia,31,la Vila de Gràcia,Male,50-54,1432
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,50-54,822
2015,2,Eixample,7,la Dreta de l'Eixample,Male,15-19,869
2015,8,Nou Barris,55,Ciutat Meridiana,Male,70-74,237
2013,1,Ciutat Vella,3,la Barceloneta,Female,75-79,336
