Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,6,Gràcia,28,Vallcarca i els Penitents,Male,25-29,456
2016,6,Gràcia,31,la Vila de Gràcia,Female,5-9,895
2013,8,Nou Barris,49,Canyelles,Male,60-64,246
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,45-49,1419
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,50-54,739
2016,10,Sant Martí,65,el Clot,Female,50-54,888
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,65-69,596
2016,7,Horta-Guinardó,43,Horta,Female,5-9,523
2016,9,Sant Andreu,60,Sant Andreu,Female,75-79,1178
2017,2,Eixample,10,Sant Antoni,Male,75-79,602
2013,2,Eixample,6,la Sagrada Família,Male,25-29,1864
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,60-64,2070
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,20-24,260
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,60-64,1122
2014,7,Horta-Guinardó,37,el Carmel,Male,75-79,681
2016,3,Sants-Montjuïc,13,la Marina de Port,Male,85-89,231
2016,9,Sant Andreu,59,el Bon Pastor,Male,25-29,320
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,90-94,104
2016,1,Ciutat Vella,3,la Barceloneta,Male,65-69,222
2016,7,Horta-Guinardó,37,el Carmel,Female,40-44,1321
2014,8,Nou Barris,53,la Trinitat Nova,Female,15-19,158
2013,8,Nou Barris,54,Torre Baró,Female,40-44,84
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Female,60-64,936
2014,6,Gràcia,30,la Salut,Female,5-9,278
2014,10,Sant Martí,70,el Besòs i el Maresme,Male,25-29,914
2016,6,Gràcia,31,la Vila de Gràcia,Female,45-49,1813
2014,9,Sant Andreu,59,el Bon Pastor,Male,50-54,406
2013,2,Eixample,6,la Sagrada Família,Male,75-79,531
2014,8,Nou Barris,46,el Turó de la Peira,Male,35-39,612
2016,1,Ciutat Vella,1,el Raval,Female,20-24,1343
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Male,70-74,375
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,35-39,720
2013,3,Sants-Montjuïc,11,el Poble Sec,Female,40-44,1606
2017,6,Gràcia,30,la Salut,Male,30-34,500
2017,7,Horta-Guinardó,35,el Guinardó,Female,25-29,1099
2014,8,Nou Barris,53,la Trinitat Nova,Female,30-34,267
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,20-24,208
2017,8,Nou Barris,48,la Guineueta,Male,0-4,296
2015,8,Nou Barris,45,Porta,Female,25-29,539
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,35-39,1442
2015,7,Horta-Guinardó,40,Montbau,Female,35-39,151
2017,3,Sants-Montjuïc,15,Hostafrancs,Female,85-89,228
2013,8,Nou Barris,46,el Turó de la Peira,Female,90-94,107
2015,8,Nou Barris,46,el Turó de la Peira,Male,25-29,403
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,50-54,621
2013,8,Nou Barris,55,Ciutat Meridiana,Male,75-79,134
2016,4,Les Corts,19,les Corts,Male,15-19,750
2016,2,Eixample,6,la Sagrada Família,Female,85-89,1085
2013,3,Sants-Montjuïc,15,Hostafrancs,Male,90-94,21
2014,6,Gràcia,29,el Coll,Male,80-84,90
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,10-14,515
2013,7,Horta-Guinardó,35,el Guinardó,Female,25-29,1191
2016,8,Nou Barris,55,Ciutat Meridiana,Male,60-64,108
2016,9,Sant Andreu,62,el Congrés i els Indians,Male,65-69,293
2017,8,Nou Barris,48,la Guineueta,Male,20-24,248
2013,6,Gràcia,29,el Coll,Male,70-74,136
2016,4,Les Corts,20,la Maternitat i Sant Ramon,Male,40-44,653
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,85-89,17
2016,7,Horta-Guinardó,34,Can Baró,Female,60-64,289
2013,9,Sant Andreu,58,Baró de Viver,Female,85-89,31
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,25-29,663
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,90-94,11
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,5-9,711
2017,8,Nou Barris,49,Canyelles,Female,50-54,193
2017,2,Eixample,5,el Fort Pienc,Female,75-79,656
2016,3,Sants-Montjuïc,15,Hostafrancs,Female,75-79,277
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,80-84,89
2015,1,Ciutat Vella,2,el Barri Gòtic,Female,65-69,252
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,20-24,813
2016,8,Nou Barris,48,la Guineueta,Male,85-89,163
2013,10,Sant Martí,73,la Verneda i la Pau,Male,5-9,512
2013,7,Horta-Guinardó,35,el Guinardó,Female,10-14,580
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,85-89,539
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,25-29,416
2017,10,Sant Martí,68,el Poblenou,Male,0-4,926
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,80-84,1332
2017,8,Nou Barris,53,la Trinitat Nova,Male,>=95,1
2015,8,Nou Barris,55,Ciutat Meridiana,Male,>=95,0
