Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2014,4,Les Corts,19,les Corts,Female,45-49,1595
2013,7,Horta-Guinardó,37,el Carmel,Male,90-94,52
2017,3,Sants-Montjuïc,18,Sants,Female,>=95,102
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,15-19,632
2013,4,Les Corts,19,les Corts,Female,40-44,1583
2015,1,Ciutat Vella,1,el Raval,Female,20-24,1322
2016,9,Sant Andreu,57,la Trinitat Vella,Male,80-84,84
2015,9,Sant Andreu,59,el Bon Pastor,Male,55-59,312
2014,8,Nou Barris,53,la Trinitat Nova,Male,30-34,219
2013,9,Sant Andreu,60,Sant Andreu,Female,15-19,1031
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,>=95,129
2014,7,Horta-Guinardó,43,Horta,Female,75-79,811
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,25-29,289
2016,9,Sant Andreu,58,Baró de Viver,Female,80-84,32
2016,3,Sants-Montjuïc,18,Sants,Female,80-84,995
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,85-89,202
2017,8,Nou Barris,54,Torre Baró,Female,30-34,105
2017,7,Horta-Guinardó,35,el Guinardó,Female,50-54,1372
2016,10,Sant Martí,65,el Clot,Male,55-59,899
2016,9,Sant Andreu,59,el Bon Pastor,Male,65-69,270
2015,7,Horta-Guinardó,37,el Carmel,Male,35-39,1442
2013,8,Nou Barris,50,les Roquetes,Female,15-19,356
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,30-34,553
2017,6,Gràcia,28,Vallcarca i els Penitents,Male,55-59,442
2016,4,Les Corts,19,les Corts,Male,25-29,1389
2017,8,Nou Barris,56,Vallbona,Male,40-44,51
2017,7,Horta-Guinardó,40,Montbau,Female,30-34,118
2015,3,Sants-Montjuïc,18,Sants,Female,40-44,1629
2016,8,Nou Barris,56,Vallbona,Female,85-89,9
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Male,45-49,141
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,20-24,586
2014,8,Nou Barris,52,la Prosperitat,Male,30-34,933
2017,10,Sant Martí,65,el Clot,Female,>=95,49
2016,7,Horta-Guinardó,42,la Clota,Female,30-34,20
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,40-44,1057
2014,1,Ciutat Vella,3,la Barceloneta,Male,60-64,247
2017,9,Sant Andreu,57,la Trinitat Vella,Female,55-59,230
2015,7,Horta-Guinardó,37,el Carmel,Male,15-19,637
2017,8,Nou Barris,51,Verdun,Male,75-79,196
2017,9,Sant Andreu,58,Baró de Viver,Female,65-69,43
2014,7,Horta-Guinardó,35,el Guinardó,Male,50-54,924
2013,1,Ciutat Vella,2,el Barri Gòtic,Female,0-4,171
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,60-64,769
2017,10,Sant Martí,68,el Poblenou,Male,15-19,693
2015,7,Horta-Guinardó,35,el Guinardó,Male,70-74,755
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,35-39,1654
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,75-79,183
2014,7,Horta-Guinardó,40,Montbau,Male,65-69,52
2017,3,Sants-Montjuïc,11,el Poble Sec,Male,40-44,2036
2016,7,Horta-Guinardó,42,la Clota,Male,85-89,5
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Female,85-89,49
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,85-89,124
2016,10,Sant Martí,71,Provençals del Poblenou,Female,50-54,863
2015,6,Gràcia,29,el Coll,Male,20-24,166
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,90-94,250
2013,7,Horta-Guinardó,34,Can Baró,Female,5-9,163
2016,2,Eixample,5,el Fort Pienc,Female,30-34,1120
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Male,80-84,87
2016,10,Sant Martí,70,el Besòs i el Maresme,Male,85-89,218
2013,7,Horta-Guinardó,38,la Teixonera,Male,15-19,247
2017,7,Horta-Guinardó,33,el Baix Guinardó,Female,90-94,308
2016,3,Sants-Montjuïc,17,Sants - Badal,Female,35-39,978
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,65-69,1990
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,90-94,37
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Male,10-14,238
2017,10,Sant Martí,68,el Poblenou,Male,10-14,915
2017,7,Horta-Guinardó,37,el Carmel,Female,20-24,729
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,60-64,375
2016,4,Les Corts,19,les Corts,Female,>=95,135
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,50-54,395
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,80-84,805
2014,2,Eixample,10,Sant Antoni,Male,>=95,26
