Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2013,10,Sant Martí,72,Sant Martí de Provençals,Male,45-49,936
2017,8,Nou Barris,48,la Guineueta,Male,80-84,330
2016,6,Gràcia,31,la Vila de Gràcia,Male,85-89,370
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,35-39,1529
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Female,5-9,747
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,30-34,751
2013,3,Sants-Montjuïc,18,Sants,Male,60-64,1004
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,80-84,109
2013,10,Sant Martí,72,Sant Martí de Provençals,Female,55-59,825
2015,8,Nou Barris,52,la Prosperitat,Female,60-64,707
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,50-54,392
2013,3,Sants-Montjuïc,17,Sants - Badal,Male,90-94,48
2015,7,Horta-Guinardó,37,el Carmel,Female,65-69,1101
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,40-44,990
2017,8,Nou Barris,47,Can Peguera,Male,40-44,63
2014,7,Horta-Guinardó,34,Can Baró,Male,65-69,190
2016,8,Nou Barris,48,la Guineueta,Male,40-44,599
2013,7,Horta-Guinardó,35,el Guinardó,Male,70-74,680
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,50-54,594
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,85-89,33
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,60-64,93
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,55-59,395
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,15-19,662
2013,9,Sant Andreu,63,Navas,Male,30-34,806
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,45-49,622
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,35-39,1032
2015,6,Gràcia,31,la Vila de Gràcia,Male,0-4,922
2017,1,Ciutat Vella,1,el Raval,Female,40-44,1768
2017,10,Sant Martí,65,el Clot,Female,45-49,1109
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,55-59,995
2013,8,Nou Barris,56,Vallbona,Female,60-64,19
2017,9,Sant Andreu,61,la Sagrera,Male,35-39,897
2017,1,Ciutat Vella,3,la Barceloneta,Male,35-39,841
2017,8,Nou Barris,55,Ciutat Meridiana,Female,70-74,233
2017,8,Nou Barris,53,la Trinitat Nova,Female,40-44,222
2014,2,Eixample,7,la Dreta de l'Eixample,Male,35-39,1925
2014,8,Nou Barris,52,la Prosperitat,Female,55-59,753
2013,8,Nou Barris,56,Vallbona,Female,5-9,31
2017,9,Sant Andreu,62,el Congrés i els Indians,Female,0-4,213
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,50-54,700
2013,9,Sant Andreu,63,Navas,Female,80-84,541
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,90-94,73
2014,7,Horta-Guinardó,38,la Teixonera,Male,35-39,423
2017,8,Nou Barris,49,Canyelles,Male,35-39,221
2014,3,Sants-Montjuïc,17,Sants - Badal,Male,60-64,743
2015,4,Les Corts,19,les Corts,Male,90-94,150
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,55-59,184
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,65-69,1048
2015,2,Eixample,7,la Dreta de l'Eixample,Female,60-64,1367
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,15-19,482
2013,4,Les Corts,21,Pedralbes,Female,10-14,352
2015,7,Horta-Guinardó,43,Horta,Female,35-39,1018
2015,3,Sants-Montjuïc,17,Sants - Badal,Male,30-34,1007
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,75-79,825
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,90-94,89
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,15-19,283
2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,40-44,908
2015,7,Horta-Guinardó,34,Can Baró,Female,0-4,152
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,45-49,40
2013,10,Sant Martí,72,Sant Martí de Provençals,Male,90-94,53
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,90-94,37
2014,8,Nou Barris,56,Vallbona,Female,55-59,35
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Female,80-84,434
2016,9,Sant Andreu,60,Sant Andreu,Male,10-14,1185
2014,9,Sant Andreu,57,la Trinitat Vella,Female,35-39,458
2017,8,Nou Barris,56,Vallbona,Male,5-9,48
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,70-74,294
2016,10,Sant Martí,68,el Poblenou,Female,>=95,57
2017,4,Les Corts,19,les Corts,Female,>=95,131
