Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,3,Sants-Montjuïc,18,Sants,Male,85-89,374
2013,9,Sant Andreu,59,el Bon Pastor,Female,65-69,334
2015,7,Horta-Guinardó,42,la Clota,Female,30-34,24
2013,9,Sant Andreu,60,Sant Andreu,Female,35-39,2071
2017,2,Eixample,10,Sant Antoni,Male,5-9,534
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,55-59,375
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,75-79,12
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,50-54,1444
2017,7,Horta-Guinardó,38,la Teixonera,Male,45-49,503
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Male,65-69,723
2016,9,Sant Andreu,58,Baró de Viver,Male,80-84,30
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,20-24,181
2015,7,Horta-Guinardó,33,el Baix Guinardó,Male,45-49,872
2014,2,Eixample,7,la Dreta de l'Eixample,Male,5-9,907
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,0-4,245
2017,2,Eixample,7,la Dreta de l'Eixample,Female,75-79,846
2013,8,Nou Barris,53,la Trinitat Nova,Female,80-84,270
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,20-24,571
2014,3,Sants-Montjuïc,18,Sants,Male,35-39,1950
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,20-24,634
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,45-49,506
2014,7,Horta-Guinardó,42,la Clota,Male,>=95,0
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,30-34,1409
2013,10,Sant Martí,68,el Poblenou,Female,0-4,679
2013,7,Horta-Guinardó,37,el Carmel,Female,75-79,884
2013,9,Sant Andreu,60,Sant Andreu,Female,60-64,1671
2013,7,Horta-Guinardó,43,Horta,Female,60-64,894
2015,9,Sant Andreu,63,Navas,Male,0-4,430
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,65-69,211
2017,1,Ciutat Vella,1,el Raval,Male,40-44,2686
2017,8,Nou Barris,50,les Roquetes,Female,5-9,407
2015,10,Sant Martí,68,el Poblenou,Male,0-4,943
2016,8,Nou Barris,48,la Guineueta,Male,45-49,554
2014,10,Sant Martí,68,el Poblenou,Male,70-74,449
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,15-19,339
2013,8,Nou Barris,48,la Guineueta,Female,0-4,237
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,90-94,77
2017,10,Sant Martí,73,la Verneda i la Pau,Female,85-89,501
2017,8,Nou Barris,51,Verdun,Male,45-49,472
2016,3,Sants-Montjuïc,15,Hostafrancs,Male,15-19,298
2016,8,Nou Barris,51,Verdun,Female,50-54,442
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,70-74,389
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,50-54,119
2015,7,Horta-Guinardó,40,Montbau,Female,25-29,119
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,55-59,438
2015,8,Nou Barris,55,Ciutat Meridiana,Female,55-59,251
2016,7,Horta-Guinardó,36,la Font d'en Fargues,Female,30-34,267
2016,4,Les Corts,21,Pedralbes,Female,60-64,300
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,35-39,817
2015,4,Les Corts,21,Pedralbes,Female,45-49,421
2013,8,Nou Barris,45,Porta,Female,65-69,858
2014,4,Les Corts,19,les Corts,Male,90-94,138
2014,9,Sant Andreu,60,Sant Andreu,Female,75-79,1277
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,80-84,50
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,55-59,1685
2013,6,Gràcia,29,el Coll,Female,60-64,169
2017,8,Nou Barris,48,la Guineueta,Female,5-9,344
2014,7,Horta-Guinardó,42,la Clota,Female,5-9,12
2016,5,Sarrià-Sant Gervasi,23,Sarrià,Male,25-29,514
2013,1,Ciutat Vella,2,el Barri Gòtic,Female,15-19,148
2017,2,Eixample,7,la Dreta de l'Eixample,Female,>=95,233
