Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,0-4,125
2015,8,Nou Barris,47,Can Peguera,Female,0-4,31
2015,2,Eixample,5,el Fort Pienc,Female,45-49,1087
2015,7,Horta-Guinardó,33,el Baix Guinardó,Female,75-79,658
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,75-79,161
2017,8,Nou Barris,54,Torre Baró,Male,80-84,24
2017,8,Nou Barris,56,Vallbona,Female,80-84,26
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Female,55-59,278
2013,10,Sant Martí,71,Provençals del Poblenou,Female,0-4,499
2017,7,Horta-Guinardó,43,Horta,Male,90-94,92
2013,3,Sants-Montjuïc,17,Sants - Badal,Female,30-34,1093
2013,1,Ciutat Vella,1,el Raval,Female,>=95,50
2013,7,Horta-Guinardó,34,Can Baró,Male,25-29,209
2016,7,Horta-Guinardó,33,el Baix Guinardó,Female,45-49,872
2015,8,Nou Barris,45,Porta,Female,10-14,445
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Female,65-69,523
2017,3,Sants-Montjuïc,17,Sants - Badal,Female,70-74,665
2015,3,Sants-Montjuïc,16,la Bordeta,Male,20-24,356
2017,10,Sant Martí,65,el Clot,Female,30-34,961
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,85-89,148
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,65-69,454
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,5-9,690
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Male,35-39,147
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,50-54,161
2015,8,Nou Barris,49,Canyelles,Male,55-59,240
2015,10,Sant Martí,68,el Poblenou,Female,10-14,765
2013,10,Sant Martí,65,el Clot,Male,80-84,324
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,10-14,270
2017,8,Nou Barris,49,Canyelles,Female,20-24,140
2016,3,Sants-Montjuïc,18,Sants,Male,40-44,1251
2016,8,Nou Barris,54,Torre Baró,Female,85-89,20
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,>=95,29
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,90-94,56
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,30-34,1432
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,5-9,245
2017,2,Eixample,10,Sant Antoni,Female,20-24,899
2014,3,Sants-Montjuïc,13,la Marina de Port,Male,5-9,457
2014,10,Sant Martí,68,el Poblenou,Female,75-79,637
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,40-44,198
2014,1,Ciutat Vella,1,el Raval,Male,60-64,897
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,75-79,1290
2017,7,Horta-Guinardó,38,la Teixonera,Female,45-49,479
2016,3,Sants-Montjuïc,11,el Poble Sec,Female,65-69,939
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,20-24,142
2013,6,Gràcia,29,el Coll,Male,40-44,296
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,65-69,241
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,70-74,427
2017,8,Nou Barris,56,Vallbona,Female,40-44,45
2017,6,Gràcia,28,Vallcarca i els Penitents,Female,60-64,518
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,60-64,715
2014,2,Eixample,7,la Dreta de l'Eixample,Female,10-14,780
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,50-54,227
