Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,40-44,373
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,40-44,559
2014,8,Nou Barris,54,Torre Baró,Female,50-54,74
2016,9,Sant Andreu,60,Sant Andreu,Female,30-34,1875
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,10-14,305
2015,9,Sant Andreu,57,la Trinitat Vella,Female,65-69,180
2014,8,Nou Barris,51,Verdun,Male,10-14,146
2015,7,Horta-Guinardó,40,Montbau,Female,5-9,110
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,5-9,440
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,30-34,710
2017,7,Horta-Guinardó,38,la Teixonera,Female,80-84,247
2014,8,Nou Barris,50,les Roquetes,Male,65-69,398
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,0-4,180
2017,8,Nou Barris,52,la Prosperitat,Female,55-59,783
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,75-79,1111
2015,8,Nou Barris,56,Vallbona,Female,45-49,41
2015,10,Sant Martí,68,el Poblenou,Female,70-74,517
2016,10,Sant Martí,73,la Verneda i la Pau,Male,40-44,1136
2015,9,Sant Andreu,58,Baró de Viver,Male,30-34,86
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,70-74,92
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,0-4,507
2013,3,Sants-Montjuïc,15,Hostafrancs,Male,15-19,298
2017,10,Sant Martí,73,la Verneda i la Pau,Female,10-14,572
2016,4,Les Corts,21,Pedralbes,Female,85-89,212
2014,2,Eixample,7,la Dreta de l'Eixample,Male,90-94,142
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,60-64,2080
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,35-39,223
2013,8,Nou Barris,55,Ciutat Meridiana,Female,85-89,62
2014,7,Horta-Guinardó,37,el Carmel,Male,80-84,428
2017,9,Sant Andreu,57,la Trinitat Vella,Female,10-14,183
2017,8,Nou Barris,45,Porta,Male,35-39,1007
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,55-59,37
2013,3,Sants-Montjuïc,18,Sants,Male,30-34,1963
2013,8,Nou Barris,55,Ciutat Meridiana,Female,10-14,263
2016,2,Eixample,10,Sant Antoni,Male,50-54,1287
2016,3,Sants-Montjuïc,17,Sants - Badal,Male,55-59,636
2014,6,Gràcia,30,la Salut,Male,35-39,413
2014,2,Eixample,7,la Dreta de l'Eixample,Female,35-39,1533
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Female,20-24,596
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,60-64,469
2017,1,Ciutat Vella,2,el Barri Gòtic,Female,40-44,602
2014,8,Nou Barris,46,el Turó de la Peira,Female,10-14,329
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Female,15-19,439
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Female,40-44,834
2015,3,Sants-Montjuïc,18,Sants,Male,40-44,1578
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,75-79,428
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,25-29,214
2016,8,Nou Barris,50,les Roquetes,Male,10-14,334
2017,6,Gràcia,31,la Vila de Gràcia,Male,65-69,1016
2017,7,Horta-Guinardó,43,Horta,Male,10-14,611
2016,2,Eixample,5,el Fort Pienc,Male,0-4,662
2014,7,Horta-Guinardó,37,el Carmel,Female,55-59,910
2013,8,Nou Barris,50,les Roquetes,Male,50-54,268
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,65-69,1041
2016,3,Sants-Montjuïc,13,la Marina de Port,Male,15-19,756
2014,8,Nou Barris,53,la Trinitat Nova,Female,0-4,183
2013,8,Nou Barris,56,Vallbona,Male,75-79,12
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,90-94,486
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,75-79,1227
2016,4,Les Corts,21,Pedralbes,Male,80-84,150
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,45-49,897
2017,2,Eixample,5,el Fort Pienc,Male,>=95,27
2017,8,Nou Barris,46,el Turó de la Peira,Male,0-4,305
2013,2,Eixample,6,la Sagrada Família,Male,20-24,1186
2015,8,Nou Barris,48,la Guineueta,Female,60-64,510
2017,2,Eixample,5,el Fort Pienc,Female,30-34,1390
2015,10,Sant Martí,73,la Verneda i la Pau,Female,10-14,437
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,30-34,289
2013,8,Nou Barris,54,Torre Baró,Male,40-44,93
2014,7,Horta-Guinardó,40,Montbau,Male,70-74,96
2014,3,Sants-Montjuïc,16,la Bordeta,Male,60-64,535
2015,6,Gràcia,31,la Vila de Gràcia,Female,75-79,1019
2016,8,Nou Barris,54,Torre Baró,Female,10-14,80
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,5-9,290
2014,1,Ciutat Vella,2,el Barri Gòtic,Male,65-69,296
