Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,8,Nou Barris,49,Canyelles,Female,45-49,267
2015,8,Nou Barris,48,la Guineueta,Male,45-49,438
2016,3,Sants-Montjuïc,18,Sants,Female,50-54,1512
2016,2,Eixample,10,Sant Antoni,Female,60-64,1140
2015,1,Ciutat Vella,2,el Barri Gòtic,Male,30-34,877
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,40-44,1236
2015,2,Eixample,5,el Fort Pienc,Female,35-39,1402
2013,2,Eixample,5,el Fort Pienc,Female,65-69,952
2017,8,Nou Barris,45,Porta,Female,10-14,499
2015,7,Horta-Guinardó,35,el Guinardó,Male,30-34,1265
2015,6,Gràcia,30,la Salut,Female,40-44,483
2017,8,Nou Barris,52,la Prosperitat,Male,85-89,252
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,10-14,21
2013,1,Ciutat Vella,2,el Barri Gòtic,Male,5-9,252
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,10-14,711
2013,3,Sants-Montjuïc,15,Hostafrancs,Male,85-89,115
2015,10,Sant Martí,71,Provençals del Poblenou,Female,75-79,388
2016,10,Sant Martí,65,el Clot,Female,70-74,616
2016,7,Horta-Guinardó,34,Can Baró,Male,40-44,334
2014,4,Les Corts,19,les Corts,Female,0-4,926
2014,7,Horta-Guinardó,37,el Carmel,Female,75-79,851
2015,2,Eixample,5,el Fort Pienc,Male,10-14,586
2015,10,Sant Martí,71,Provençals del Poblenou,Female,65-69,491
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,80-84,932
2016,8,Nou Barris,50,les Roquetes,Male,70-74,338
2013,8,Nou Barris,50,les Roquetes,Female,5-9,366
2017,10,Sant Martí,73,la Verneda i la Pau,Male,5-9,583
2016,9,Sant Andreu,57,la Trinitat Vella,Female,65-69,240
2015,6,Gràcia,30,la Salut,Male,15-19,287
2015,9,Sant Andreu,63,Navas,Female,15-19,417
2013,3,Sants-Montjuïc,11,el Poble Sec,Female,80-84,886
2017,8,Nou Barris,53,la Trinitat Nova,Female,90-94,81
2016,8,Nou Barris,53,la Trinitat Nova,Male,90-94,9
2015,2,Eixample,7,la Dreta de l'Eixample,Male,75-79,506
2014,9,Sant Andreu,59,el Bon Pastor,Male,80-84,130
2015,8,Nou Barris,45,Porta,Male,75-79,527
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Male,15-19,118
2017,2,Eixample,5,el Fort Pienc,Male,65-69,776
2016,7,Horta-Guinardó,33,el Baix Guinardó,Male,10-14,389
2015,3,Sants-Montjuïc,13,la Marina de Port,Male,10-14,761
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,25-29,84
2016,10,Sant Martí,70,el Besòs i el Maresme,Female,75-79,514
2013,7,Horta-Guinardó,37,el Carmel,Female,45-49,1188
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,0-4,811
2014,8,Nou Barris,48,la Guineueta,Female,65-69,643
2015,8,Nou Barris,50,les Roquetes,Male,25-29,367
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,45-49,226
2013,8,Nou Barris,54,Torre Baró,Male,25-29,71
2013,1,Ciutat Vella,1,el Raval,Female,25-29,2202
2014,4,Les Corts,21,Pedralbes,Male,65-69,342
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,85-89,33
2017,7,Horta-Guinardó,42,la Clota,Male,40-44,25
2014,3,Sants-Montjuïc,18,Sants,Male,65-69,971
2013,4,Les Corts,21,Pedralbes,Male,90-94,43
2016,7,Horta-Guinardó,34,Can Baró,Male,30-34,308
2016,9,Sant Andreu,61,la Sagrera,Male,5-9,501
2013,10,Sant Martí,73,la Verneda i la Pau,Male,45-49,1022
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,90-94,3
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,15-19,110
2013,10,Sant Martí,68,el Poblenou,Female,65-69,732
2014,9,Sant Andreu,63,Navas,Male,15-19,428
2013,9,Sant Andreu,59,el Bon Pastor,Male,>=95,1
2017,2,Eixample,5,el Fort Pienc,Female,65-69,753
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,40-44,119
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,70-74,1205
2016,3,Sants-Montjuïc,13,la Marina de Port,Female,>=95,37
2014,3,Sants-Montjuïc,15,Hostafrancs,Male,65-69,384
2017,7,Horta-Guinardó,43,Horta,Female,15-19,509
2013,1,Ciutat Vella,2,el Barri Gòtic,Female,65-69,225
2013,7,Horta-Guinardó,42,la Clota,Female,90-94,1
2014,2,Eixample,10,Sant Antoni,Female,15-19,404
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,>=95,50
