Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2017,7,Horta-Guinardó,40,Montbau,Male,30-34,136
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,40-44,180
2014,8,Nou Barris,53,la Trinitat Nova,Male,0-4,172
2017,1,Ciutat Vella,1,el Raval,Male,50-54,1633
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,25-29,826
2017,7,Horta-Guinardó,34,Can Baró,Female,35-39,268
2014,10,Sant Martí,71,Provençals del Poblenou,Female,10-14,377
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,70-74,16
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,20-24,559
2017,7,Horta-Guinardó,33,el Baix Guinardó,Male,45-49,916
2017,9,Sant Andreu,59,el Bon Pastor,Female,20-24,254
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,0-4,126
2014,4,Les Corts,21,Pedralbes,Male,5-9,295
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,15-19,664
2015,6,Gràcia,28,Vallcarca i els Penitents,Male,40-44,633
2014,7,Horta-Guinardó,40,Montbau,Male,>=95,12
2015,9,Sant Andreu,59,el Bon Pastor,Male,45-49,451
2014,2,Eixample,5,el Fort Pienc,Male,70-74,548
2016,3,Sants-Montjuïc,15,Hostafrancs,Male,50-54,465
2015,8,Nou Barris,54,Torre Baró,Male,15-19,53
2015,4,Les Corts,21,Pedralbes,Male,35-39,345
2013,4,Les Corts,21,Pedralbes,Male,5-9,314
2017,7,Horta-Guinardó,38,la Teixonera,Male,20-24,307
2016,2,Eixample,6,la Sagrada Família,Female,10-14,828
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,75-79,772
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,25-29,803
2013,9,Sant Andreu,62,el Congrés i els Indians,Male,10-14,221
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,55-59,417
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,45-49,1874
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,65-69,406
2013,9,Sant Andreu,59,el Bon Pastor,Female,85-89,128
2016,8,Nou Barris,46,el Turó de la Peira,Male,15-19,313
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,75-79,10
2014,2,Eixample,6,la Sagrada Família,Female,55-59,1887
2014,2,Eixample,7,la Dreta de l'Eixample,Female,50-54,1568
2017,8,Nou Barris,54,Torre Baró,Female,70-74,40
2015,9,Sant Andreu,61,la Sagrera,Male,0-4,521
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,65-69,706
2015,7,Horta-Guinardó,33,el Baix Guinardó,Female,45-49,865
2013,7,Horta-Guinardó,34,Can Baró,Male,85-89,73
2013,6,Gràcia,30,la Salut,Male,35-39,542
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Male,70-74,153
2017,8,Nou Barris,52,la Prosperitat,Female,45-49,1007
2016,3,Sants-Montjuïc,17,Sants - Badal,Male,70-74,517
2016,3,Sants-Montjuïc,11,el Poble Sec,Female,75-79,767
2014,9,Sant Andreu,57,la Trinitat Vella,Female,15-19,271
2017,3,Sants-Montjuïc,13,la Marina de Port,Female,45-49,1256
2016,8,Nou Barris,48,la Guineueta,Female,60-64,497
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,10-14,727
2014,10,Sant Martí,68,el Poblenou,Male,40-44,1777
2017,7,Horta-Guinardó,35,el Guinardó,Male,90-94,83
2016,7,Horta-Guinardó,41,la Vall d'Hebron,Female,60-64,186
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,25-29,383
2014,8,Nou Barris,51,Verdun,Female,25-29,433
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,754
2015,9,Sant Andreu,58,Baró de Viver,Female,60-64,49
2017,6,Gràcia,29,el Coll,Male,10-14,125
2017,10,Sant Martí,71,Provençals del Poblenou,Male,40-44,937
2016,7,Horta-Guinardó,38,la Teixonera,Female,85-89,132
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,85-89,1109
2013,8,Nou Barris,50,les Roquetes,Male,5-9,409
2014,1,Ciutat Vella,3,la Barceloneta,Female,>=95,31
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,70-74,204
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,25-29,594
2014,8,Nou Barris,54,Torre Baró,Female,10-14,46
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,25-29,739
2017,10,Sant Martí,68,el Poblenou,Male,20-24,668
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,80-84,207
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,>=95,5
2013,7,Horta-Guinardó,37,el Carmel,Male,>=95,7
