Year,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Gender,Age,Number
2016,4,Les Corts,19,les Corts,Male,35-39,1662
2013,7,Horta-Guinardó,43,Horta,Female,5-9,515
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,60-64,776
2013,9,Sant Andreu,60,Sant Andreu,Female,80-84,1128
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,55-59,356
2015,8,Nou Barris,55,Ciutat Meridiana,Female,75-79,201
2017,9,Sant Andreu,60,Sant Andreu,Female,35-39,2325
2016,8,Nou Barris,51,Verdun,Male,20-24,219
2014,8,Nou Barris,52,la Prosperitat,Male,10-14,559
2014,8,Nou Barris,47,Can Peguera,Female,90-94,6
2017,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,345
2016,3,Sants-Montjuïc,13,la Marina de Port,Male,45-49,1229
2016,6,Gràcia,28,Vallcarca i els Penitents,Female,55-59,518
2016,9,Sant Andreu,57,la Trinitat Vella,Male,50-54,371
2017,10,Sant Martí,70,el Besòs i el Maresme,Male,5-9,533
2016,7,Horta-Guinardó,34,Can Baró,Male,45-49,324
2015,7,Horta-Guinardó,42,la Clota,Female,45-49,28
2015,3,Sants-Montjuïc,13,la Marina de Port,Female,75-79,685
2013,8,Nou Barris,48,la Guineueta,Female,20-24,307
2017,9,Sant Andreu,63,Navas,Female,70-74,736
2015,9,Sant Andreu,62,el Congrés i els Indians,Female,10-14,276
2017,8,Nou Barris,51,Verdun,Male,80-84,225
2016,4,Les Corts,21,Pedralbes,Male,20-24,260
2013,7,Horta-Guinardó,40,Montbau,Female,40-44,197
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Female,75-79,523
2015,9,Sant Andreu,61,la Sagrera,Female,90-94,180
2013,1,Ciutat Vella,3,la Barceloneta,Male,55-59,391
2016,8,Nou Barris,52,la Prosperitat,Female,30-34,852
2017,7,Horta-Guinardó,40,Montbau,Male,70-74,32
2013,10,Sant Martí,65,el Clot,Male,65-69,604
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,60-64,881
2016,8,Nou Barris,46,el Turó de la Peira,Male,25-29,403
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Male,90-94,81
2015,7,Horta-Guinardó,34,Can Baró,Male,20-24,208
2014,1,Ciutat Vella,1,el Raval,Male,30-34,3347
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,30-34,1539
2016,10,Sant Martí,71,Provençals del Poblenou,Female,35-39,925
2015,7,Horta-Guinardó,40,Montbau,Male,35-39,136
2016,8,Nou Barris,48,la Guineueta,Male,75-79,360
2013,3,Sants-Montjuïc,11,el Poble Sec,Male,30-34,1897
2013,10,Sant Martí,71,Provençals del Poblenou,Female,20-24,546
2013,8,Nou Barris,46,el Turó de la Peira,Male,60-64,153
2013,7,Horta-Guinardó,40,Montbau,Female,55-59,101
2014,9,Sant Andreu,60,Sant Andreu,Female,15-19,1006
2015,9,Sant Andreu,57,la Trinitat Vella,Male,5-9,306
2014,2,Eixample,5,el Fort Pienc,Male,30-34,1391
2016,9,Sant Andreu,62,el Congrés i els Indians,Male,50-54,399
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,85-89,11
2015,10,Sant Martí,68,el Poblenou,Male,65-69,626
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,30-34,1152
2017,3,Sants-Montjuïc,11,el Poble Sec,Female,90-94,298
2017,8,Nou Barris,55,Ciutat Meridiana,Female,75-79,225
2013,7,Horta-Guinardó,42,la Clota,Male,15-19,8
2015,7,Horta-Guinardó,40,Montbau,Male,50-54,155
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,10-14,305
2015,6,Gràcia,31,la Vila de Gràcia,Female,5-9,721
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,45-49,37
2013,1,Ciutat Vella,1,el Raval,Male,40-44,2696
2014,4,Les Corts,19,les Corts,Female,5-9,905
2017,8,Nou Barris,53,la Trinitat Nova,Male,80-84,83
2016,9,Sant Andreu,62,el Congrés i els Indians,Female,80-84,394
2015,8,Nou Barris,52,la Prosperitat,Female,85-89,273
2014,8,Nou Barris,49,Canyelles,Female,75-79,183
2013,10,Sant Martí,71,Provençals del Poblenou,Male,55-59,560
2016,2,Eixample,6,la Sagrada Família,Male,60-64,1370
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,30-34,967
2013,2,Eixample,7,la Dreta de l'Eixample,Female,50-54,1597
2014,2,Eixample,6,la Sagrada Família,Male,5-9,874
2015,9,Sant Andreu,60,Sant Andreu,Male,35-39,2434
2017,8,Nou Barris,48,la Guineueta,Female,>=95,26
